order_id,product,quantity_ordered,price_each,order_date,purchase_address
193624,AA Batteries (4-pack),1,3.84,2019-04-25 10:46:00,"516 Meadow St, New York City, NY 10001"
193625,Apple Airpods Headphones,1,150,2019-04-09 08:23:00,"846 Ridge St, New York City, NY 10001"
193626,27in FHD Monitor,1,149.99,2019-04-12 18:23:00,"318 8th St, New York City, NY 10001"
193627,Wired Headphones,1,11.99,2019-04-10 22:21:00,"46 Meadow St, Atlanta, GA 30301"
193628,Bose SoundSport Headphones,1,99.99,2019-04-03 14:16:00,"276 5th St, Portland, ME 04101"
193629,27in 4K Gaming Monitor,1,389.99,2019-04-06 19:54:00,"879 West St, Boston, MA 02215"
193630,Lightning Charging Cable,1,14.95,2019-04-12 20:45:00,"582 Lincoln St, San Francisco, CA 94016"
193631,Google Phone,1,600,2019-04-11 10:59:00,"963 Center St, Portland, OR 97035"
193631,USB-C Charging Cable,1,11.95,2019-04-11 10:59:00,"963 Center St, Portland, OR 97035"
193632,AAA Batteries (4-pack),1,2.99,2019-04-28 09:52:00,"280 Main St, Portland, OR 97035"
193633,Bose SoundSport Headphones,1,99.99,2019-04-01 13:51:00,"109 Meadow St, Los Angeles, CA 90001"
193634,ThinkPad Laptop,1,999.99,2019-04-05 19:15:00,"546 Hickory St, New York City, NY 10001"
193635,USB-C Charging Cable,1,11.95,2019-04-04 00:58:00,"656 Ridge St, Portland, OR 97035"
193636,USB-C Charging Cable,1,11.95,2019-04-13 08:01:00,"448 River St, Los Angeles, CA 90001"
193637,USB-C Charging Cable,1,11.95,2019-04-25 21:44:00,"891 11th St, Los Angeles, CA 90001"
193638,Apple Airpods Headphones,1,150,2019-04-24 20:01:00,"129 Cedar St, San Francisco, CA 94016"
193639,Apple Airpods Headphones,1,150,2019-04-01 18:54:00,"977 Main St, New York City, NY 10001"
193640,34in Ultrawide Monitor,1,379.99,2019-04-27 18:04:00,"667 13th St, Portland, OR 97035"
193640,Wired Headphones,1,11.99,2019-04-27 18:04:00,"667 13th St, Portland, OR 97035"
193641,Bose SoundSport Headphones,1,99.99,2019-04-01 11:46:00,"775 5th St, Los Angeles, CA 90001"
193642,Wired Headphones,1,11.99,2019-04-21 14:20:00,"922 6th St, Boston, MA 02215"
193643,iPhone,1,700,2019-04-04 09:04:00,"163 7th St, Atlanta, GA 30301"
193643,Lightning Charging Cable,1,14.95,2019-04-04 09:04:00,"163 7th St, Atlanta, GA 30301"
193643,Apple Airpods Headphones,1,150,2019-04-04 09:04:00,"163 7th St, Atlanta, GA 30301"
193644,27in 4K Gaming Monitor,1,389.99,2019-04-13 18:54:00,"739 Main St, New York City, NY 10001"
193645,AAA Batteries (4-pack),2,2.99,2019-04-24 17:01:00,"665 River St, Seattle, WA 98101"
193646,USB-C Charging Cable,1,11.95,2019-04-18 21:08:00,"331 Madison St, San Francisco, CA 94016"
193647,Apple Airpods Headphones,1,150,2019-04-12 03:03:00,"452 Park St, San Francisco, CA 94016"
193647,AAA Batteries (4-pack),1,2.99,2019-04-12 03:03:00,"452 Park St, San Francisco, CA 94016"
193648,AAA Batteries (4-pack),2,2.99,2019-04-13 10:27:00,"317 North St, Boston, MA 02215"
193649,Wired Headphones,1,11.99,2019-04-07 17:07:00,"230 Adams St, New York City, NY 10001"
193650,AA Batteries (4-pack),3,3.84,2019-04-04 12:16:00,"139 Church St, San Francisco, CA 94016"
193651,27in FHD Monitor,1,149.99,2019-04-15 19:38:00,"849 13th St, San Francisco, CA 94016"
193652,AAA Batteries (4-pack),1,2.99,2019-04-10 22:36:00,"989 13th St, San Francisco, CA 94016"
193653,Google Phone,1,600,2019-04-21 09:29:00,"168 Chestnut St, Los Angeles, CA 90001"
193653,USB-C Charging Cable,2,11.95,2019-04-21 09:29:00,"168 Chestnut St, Los Angeles, CA 90001"
193654,27in FHD Monitor,1,149.99,2019-04-04 16:19:00,"978 7th St, Portland, OR 97035"
193655,USB-C Charging Cable,1,11.95,2019-04-06 14:10:00,"921 9th St, San Francisco, CA 94016"
193656,USB-C Charging Cable,1,11.95,2019-04-15 08:48:00,"450 Walnut St, Los Angeles, CA 90001"
193657,Lightning Charging Cable,1,14.95,2019-04-22 16:15:00,"813 8th St, Los Angeles, CA 90001"
193658,Apple Airpods Headphones,1,150,2019-04-10 10:02:00,"325 1st St, San Francisco, CA 94016"
193659,Lightning Charging Cable,2,14.95,2019-04-02 07:41:00,"366 Sunset St, Portland, OR 97035"
193660,LG Washing Machine,1,600.0,2019-04-07 16:01:00,"903 Main St, New York City, NY 10001"
193661,27in 4K Gaming Monitor,1,389.99,2019-04-18 01:15:00,"900 Forest St, Atlanta, GA 30301"
193662,AAA Batteries (4-pack),1,2.99,2019-04-16 22:33:00,"486 Willow St, Portland, OR 97035"
193663,Bose SoundSport Headphones,1,99.99,2019-04-25 14:24:00,"914 13th St, Boston, MA 02215"
193664,Lightning Charging Cable,1,14.95,2019-04-19 12:59:00,"953 River St, New York City, NY 10001"
193665,ThinkPad Laptop,1,999.99,2019-04-25 22:38:00,"651 1st St, Portland, OR 97035"
193666,27in 4K Gaming Monitor,1,389.99,2019-04-29 20:00:00,"783 River St, Boston, MA 02215"
193667,AA Batteries (4-pack),1,3.84,2019-04-15 20:23:00,"711 Jackson St, Boston, MA 02215"
193668,AAA Batteries (4-pack),2,2.99,2019-04-29 16:02:00,"677 Park St, Dallas, TX 75001"
193669,AA Batteries (4-pack),1,3.84,2019-04-30 06:47:00,"359 Washington St, Austin, TX 73301"
193670,Bose SoundSport Headphones,1,99.99,2019-04-07 01:48:00,"470 8th St, Boston, MA 02215"
193671,iPhone,1,700,2019-04-02 20:18:00,"346 Hill St, Austin, TX 73301"
193672,AA Batteries (4-pack),2,3.84,2019-04-23 18:58:00,"363 Pine St, San Francisco, CA 94016"
193673,USB-C Charging Cable,1,11.95,2019-04-28 16:15:00,"220 11th St, Boston, MA 02215"
193674,Wired Headphones,1,11.99,2019-04-03 19:39:00,"647 10th St, Los Angeles, CA 90001"
193675,AA Batteries (4-pack),2,3.84,2019-04-01 19:49:00,"221 River St, Boston, MA 02215"
193676,AAA Batteries (4-pack),1,2.99,2019-04-11 13:34:00,"323 11th St, Portland, OR 97035"
193677,USB-C Charging Cable,1,11.95,2019-04-01 18:38:00,"313 Sunset St, New York City, NY 10001"
193678,Apple Airpods Headphones,1,150,2019-04-27 21:04:00,"433 Walnut St, Seattle, WA 98101"
193679,USB-C Charging Cable,1,11.95,2019-04-01 11:37:00,"908 Elm St, San Francisco, CA 94016"
193680,USB-C Charging Cable,2,11.95,2019-04-14 20:58:00,"589 Cherry St, Austin, TX 73301"
193681,Wired Headphones,1,11.99,2019-04-29 16:12:00,"50 Madison St, Seattle, WA 98101"
193682,Wired Headphones,1,11.99,2019-04-26 14:08:00,"352 Center St, Boston, MA 02215"
193683,AA Batteries (4-pack),2,3.84,2019-04-07 11:35:00,"616 10th St, Boston, MA 02215"
193684,Lightning Charging Cable,1,14.95,2019-04-16 18:45:00,"856 Main St, Seattle, WA 98101"
193685,Bose SoundSport Headphones,1,99.99,2019-04-29 18:37:00,"246 12th St, San Francisco, CA 94016"
193686,USB-C Charging Cable,1,11.95,2019-04-06 16:21:00,"372 West St, Los Angeles, CA 90001"
193687,Bose SoundSport Headphones,1,99.99,2019-04-15 18:54:00,"620 Walnut St, San Francisco, CA 94016"
193688,AA Batteries (4-pack),1,3.84,2019-04-06 23:28:00,"928 Lakeview St, Dallas, TX 75001"
193689,iPhone,1,700,2019-04-17 10:54:00,"619 Hill St, Boston, MA 02215"
193690,Bose SoundSport Headphones,1,99.99,2019-04-13 00:26:00,"542 14th St, San Francisco, CA 94016"
193691,Wired Headphones,1,11.99,2019-04-23 15:07:00,"177 West St, New York City, NY 10001"
193692,34in Ultrawide Monitor,1,379.99,2019-04-17 19:20:00,"574 Jackson St, New York City, NY 10001"
193693,AAA Batteries (4-pack),1,2.99,2019-04-02 05:33:00,"656 7th St, Los Angeles, CA 90001"
193694,Lightning Charging Cable,1,14.95,2019-04-18 13:20:00,"17 Cherry St, Los Angeles, CA 90001"
193695,Wired Headphones,1,11.99,2019-04-23 20:58:00,"506 Cedar St, Boston, MA 02215"
193696,Lightning Charging Cable,1,14.95,2019-04-21 15:02:00,"722 7th St, Atlanta, GA 30301"
193697,AA Batteries (4-pack),1,3.84,2019-04-06 16:37:00,"80 13th St, Seattle, WA 98101"
193698,iPhone,1,700,2019-04-01 11:30:00,"310 Madison St, San Francisco, CA 94016"
193699,Wired Headphones,1,11.99,2019-04-01 16:49:00,"182 Willow St, Los Angeles, CA 90001"
193700,Apple Airpods Headphones,1,150,2019-04-14 10:06:00,"61 Jackson St, Boston, MA 02215"
193701,USB-C Charging Cable,1,11.95,2019-04-11 07:17:00,"337 Meadow St, Dallas, TX 75001"
193702,27in FHD Monitor,1,149.99,2019-04-02 12:37:00,"832 Highland St, New York City, NY 10001"
193703,AAA Batteries (4-pack),1,2.99,2019-04-30 13:01:00,"133 1st St, Boston, MA 02215"
193704,AA Batteries (4-pack),2,3.84,2019-04-28 11:58:00,"647 Ridge St, Los Angeles, CA 90001"
193705,ThinkPad Laptop,1,999.99,2019-04-16 06:29:00,"690 Lake St, Los Angeles, CA 90001"
193706,27in 4K Gaming Monitor,1,389.99,2019-04-25 21:21:00,"909 Cedar St, Los Angeles, CA 90001"
193707,20in Monitor,1,109.99,2019-04-14 15:06:00,"61 8th St, San Francisco, CA 94016"
193708,27in FHD Monitor,1,149.99,2019-04-10 10:37:00,"217 Meadow St, Los Angeles, CA 90001"
193709,AA Batteries (4-pack),1,3.84,2019-04-09 12:06:00,"701 Lincoln St, Boston, MA 02215"
193710,AAA Batteries (4-pack),2,2.99,2019-04-11 12:52:00,"235 Cedar St, Boston, MA 02215"
193711,Lightning Charging Cable,1,14.95,2019-04-25 16:51:00,"767 Cherry St, Austin, TX 73301"
193712,USB-C Charging Cable,1,11.95,2019-04-16 22:09:00,"656 Chestnut St, Los Angeles, CA 90001"
193713,Flatscreen TV,1,300,2019-04-21 18:39:00,"175 Willow St, Atlanta, GA 30301"
193714,USB-C Charging Cable,2,11.95,2019-04-23 13:57:00,"173 Willow St, Seattle, WA 98101"
193715,ThinkPad Laptop,1,999.99,2019-04-29 15:11:00,"765 Jackson St, New York City, NY 10001"
193716,Wired Headphones,1,11.99,2019-04-29 21:46:00,"706 Maple St, Atlanta, GA 30301"
193717,27in FHD Monitor,1,149.99,2019-04-27 17:49:00,"592 Dogwood St, Los Angeles, CA 90001"
193718,USB-C Charging Cable,1,11.95,2019-04-11 15:17:00,"917 1st St, Los Angeles, CA 90001"
193719,Lightning Charging Cable,1,14.95,2019-04-29 22:21:00,"287 Ridge St, New York City, NY 10001"
193720,Apple Airpods Headphones,1,150,2019-04-09 14:37:00,"156 6th St, Dallas, TX 75001"
193721,Lightning Charging Cable,1,14.95,2019-04-20 19:00:00,"69 Meadow St, San Francisco, CA 94016"
193722,AA Batteries (4-pack),1,3.84,2019-04-14 22:47:00,"909 Park St, Boston, MA 02215"
193723,27in 4K Gaming Monitor,1,389.99,2019-04-05 20:48:00,"535 4th St, Los Angeles, CA 90001"
193724,Apple Airpods Headphones,1,150,2019-04-18 19:20:00,"776 Chestnut St, Austin, TX 73301"
193725,AA Batteries (4-pack),1,3.84,2019-04-04 07:13:00,"516 Hickory St, New York City, NY 10001"
193726,27in 4K Gaming Monitor,1,389.99,2019-04-13 10:32:00,"809 Washington St, San Francisco, CA 94016"
193727,ThinkPad Laptop,1,999.99,2019-04-29 16:28:00,"21 Walnut St, San Francisco, CA 94016"
193728,USB-C Charging Cable,1,11.95,2019-04-19 16:50:00,"731 Washington St, Los Angeles, CA 90001"
193729,Wired Headphones,1,11.99,2019-04-05 19:14:00,"433 8th St, Portland, OR 97035"
193730,ThinkPad Laptop,1,999.99,2019-04-12 15:42:00,"102 Ridge St, Atlanta, GA 30301"
193731,Lightning Charging Cable,1,14.95,2019-04-10 17:34:00,"278 11th St, San Francisco, CA 94016"
193732,AAA Batteries (4-pack),1,2.99,2019-04-17 15:08:00,"430 Sunset St, Portland, OR 97035"
193733,Google Phone,1,600,2019-04-30 22:41:00,"464 Chestnut St, Austin, TX 73301"
193734,Apple Airpods Headphones,1,150,2019-04-23 10:03:00,"365 Washington St, San Francisco, CA 94016"
193735,AA Batteries (4-pack),1,3.84,2019-04-12 16:36:00,"510 Madison St, Austin, TX 73301"
193736,Flatscreen TV,1,300,2019-04-27 13:55:00,"917 5th St, Austin, TX 73301"
193737,AAA Batteries (4-pack),2,2.99,2019-04-26 21:42:00,"738 11th St, Los Angeles, CA 90001"
193738,iPhone,1,700,2019-04-05 09:50:00,"707 Johnson St, Boston, MA 02215"
193739,USB-C Charging Cable,1,11.95,2019-04-08 06:32:00,"414 12th St, San Francisco, CA 94016"
193740,27in FHD Monitor,1,149.99,2019-04-28 08:17:00,"491 Spruce St, Portland, OR 97035"
193741,Google Phone,1,600,2019-04-01 20:17:00,"779 Adams St, Boston, MA 02215"
193742,Wired Headphones,1,11.99,2019-04-05 10:22:00,"450 Washington St, Austin, TX 73301"
193743,Bose SoundSport Headphones,1,99.99,2019-04-22 11:29:00,"808 Pine St, New York City, NY 10001"
193744,34in Ultrawide Monitor,1,379.99,2019-04-08 16:12:00,"128 Pine St, Boston, MA 02215"
193745,USB-C Charging Cable,1,11.95,2019-04-07 01:35:00,"789 Jackson St, New York City, NY 10001"
193746,AAA Batteries (4-pack),4,2.99,2019-04-14 19:47:00,"989 Elm St, New York City, NY 10001"
193747,Vareebadd Phone,1,400,2019-04-21 15:29:00,"883 2nd St, Seattle, WA 98101"
193748,Flatscreen TV,1,300,2019-04-16 18:33:00,"95 4th St, San Francisco, CA 94016"
193749,Apple Airpods Headphones,1,150,2019-04-10 00:31:00,"842 Johnson St, Los Angeles, CA 90001"
193750,Wired Headphones,1,11.99,2019-04-13 00:44:00,"7 Washington St, Boston, MA 02215"
193751,27in 4K Gaming Monitor,1,389.99,2019-04-22 13:42:00,"24 West St, New York City, NY 10001"
193752,Lightning Charging Cable,1,14.95,2019-04-25 10:47:00,"413 Highland St, Boston, MA 02215"
193753,ThinkPad Laptop,1,999.99,2019-04-09 14:47:00,"251 Dogwood St, Atlanta, GA 30301"
193754,Lightning Charging Cable,1,14.95,2019-04-08 18:56:00,"417 Church St, Atlanta, GA 30301"
193755,Lightning Charging Cable,1,14.95,2019-04-24 15:05:00,"900 Church St, Los Angeles, CA 90001"
193756,Lightning Charging Cable,1,14.95,2019-04-22 22:04:00,"124 6th St, Los Angeles, CA 90001"
193757,AA Batteries (4-pack),2,3.84,2019-04-09 05:37:00,"10 Adams St, Boston, MA 02215"
193758,Apple Airpods Headphones,1,150,2019-04-23 10:34:00,"35 Walnut St, Dallas, TX 75001"
193759,USB-C Charging Cable,1,11.95,2019-04-08 01:11:00,"985 Park St, San Francisco, CA 94016"
193760,Lightning Charging Cable,1,14.95,2019-04-15 12:57:00,"850 Hickory St, Los Angeles, CA 90001"
193761,Apple Airpods Headphones,1,150,2019-04-13 20:23:00,"971 Walnut St, Portland, OR 97035"
193762,AAA Batteries (4-pack),1,2.99,2019-04-28 01:13:00,"108 Lakeview St, Atlanta, GA 30301"
193763,27in FHD Monitor,1,149.99,2019-04-17 08:15:00,"450 13th St, Boston, MA 02215"
193764,AA Batteries (4-pack),1,3.84,2019-04-24 14:43:00,"866 Spruce St, San Francisco, CA 94016"
193765,Google Phone,1,600,2019-04-21 12:04:00,"146 Cherry St, San Francisco, CA 94016"
193766,iPhone,1,700,2019-04-20 15:23:00,"435 Washington St, Los Angeles, CA 90001"
193767,Apple Airpods Headphones,1,150,2019-04-17 11:47:00,"372 Main St, Boston, MA 02215"
193768,Lightning Charging Cable,1,14.95,2019-04-26 13:45:00,"12 Church St, New York City, NY 10001"
193769,USB-C Charging Cable,1,11.95,2019-04-07 21:57:00,"250 Maple St, Atlanta, GA 30301"
193770,AA Batteries (4-pack),1,3.84,2019-04-08 15:54:00,"185 Madison St, Dallas, TX 75001"
193771,AAA Batteries (4-pack),1,2.99,2019-04-24 10:27:00,"495 12th St, Austin, TX 73301"
193772,Bose SoundSport Headphones,1,99.99,2019-04-24 22:19:00,"250 South St, San Francisco, CA 94016"
193773,USB-C Charging Cable,1,11.95,2019-04-04 12:55:00,"266 2nd St, Los Angeles, CA 90001"
193774,Google Phone,1,600,2019-04-16 12:35:00,"655 Spruce St, Seattle, WA 98101"
193775,27in FHD Monitor,1,149.99,2019-04-18 13:42:00,"71 Jefferson St, San Francisco, CA 94016"
193776,Wired Headphones,1,11.99,2019-04-04 19:14:00,"339 Forest St, Austin, TX 73301"
193777,LG Washing Machine,1,600.0,2019-04-08 10:51:00,"94 Sunset St, New York City, NY 10001"
193778,USB-C Charging Cable,1,11.95,2019-04-18 15:58:00,"817 14th St, Los Angeles, CA 90001"
193779,USB-C Charging Cable,1,11.95,2019-04-06 15:32:00,"207 River St, Boston, MA 02215"
193780,Lightning Charging Cable,1,14.95,2019-04-25 07:41:00,"146 Cedar St, Atlanta, GA 30301"
193781,Lightning Charging Cable,1,14.95,2019-04-12 16:58:00,"166 1st St, Seattle, WA 98101"
193782,USB-C Charging Cable,1,11.95,2019-04-16 11:23:00,"978 Dogwood St, Austin, TX 73301"
193783,AAA Batteries (4-pack),2,2.99,2019-04-24 14:03:00,"427 Park St, Portland, OR 97035"
193784,Flatscreen TV,1,300,2019-04-24 21:25:00,"985 North St, San Francisco, CA 94016"
193785,Apple Airpods Headphones,1,150,2019-04-28 16:50:00,"322 Forest St, Boston, MA 02215"
193786,USB-C Charging Cable,1,11.95,2019-04-09 12:34:00,"526 Elm St, San Francisco, CA 94016"
193787,iPhone,1,700,2019-04-27 08:15:00,"29 Willow St, Los Angeles, CA 90001"
193787,Apple Airpods Headphones,1,150,2019-04-27 08:15:00,"29 Willow St, Los Angeles, CA 90001"
193787,Wired Headphones,1,11.99,2019-04-27 08:15:00,"29 Willow St, Los Angeles, CA 90001"
193788,Wired Headphones,1,11.99,2019-04-21 03:29:00,"357 1st St, Los Angeles, CA 90001"
193789,Google Phone,1,600,2019-04-21 22:22:00,"608 Chestnut St, Seattle, WA 98101"
193789,USB-C Charging Cable,1,11.95,2019-04-21 22:22:00,"608 Chestnut St, Seattle, WA 98101"
193790,USB-C Charging Cable,1,11.95,2019-04-09 09:58:00,"806 Lake St, Seattle, WA 98101"
193791,iPhone,1,700,2019-04-12 13:31:00,"761 9th St, Seattle, WA 98101"
193792,AA Batteries (4-pack),3,3.84,2019-04-14 01:53:00,"462 Church St, San Francisco, CA 94016"
193793,Google Phone,1,600,2019-04-20 17:55:00,"407 Sunset St, Austin, TX 73301"
193794,Bose SoundSport Headphones,1,99.99,2019-04-25 01:19:00,"122 9th St, Atlanta, GA 30301"
193795,34in Ultrawide Monitor,1,379.99,2019-04-27 15:51:00,"927 10th St, San Francisco, CA 94016"
193796,Macbook Pro Laptop,1,1700,2019-04-14 11:17:00,"649 River St, Austin, TX 73301"
193797,Lightning Charging Cable,1,14.95,2019-04-16 21:46:00,"513 12th St, Portland, OR 97035"
193798,Apple Airpods Headphones,1,150,2019-04-08 16:30:00,"362 Lake St, Atlanta, GA 30301"
193799,USB-C Charging Cable,1,11.95,2019-04-28 05:33:00,"519 Elm St, New York City, NY 10001"
193800,Google Phone,1,600,2019-04-09 09:17:00,"479 Wilson St, Los Angeles, CA 90001"
193801,iPhone,1,700,2019-04-05 15:51:00,"258 13th St, Los Angeles, CA 90001"
193802,Apple Airpods Headphones,1,150,2019-04-04 08:49:00,"598 Walnut St, Portland, OR 97035"
193803,Lightning Charging Cable,1,14.95,2019-04-02 09:45:00,"145 River St, Atlanta, GA 30301"
193804,AA Batteries (4-pack),1,3.84,2019-04-28 00:48:00,"765 Lincoln St, Dallas, TX 75001"
193805,USB-C Charging Cable,1,11.95,2019-04-03 16:32:00,"816 Lakeview St, Portland, OR 97035"
193806,Macbook Pro Laptop,1,1700,2019-04-24 12:06:00,"631 Pine St, New York City, NY 10001"
193807,Apple Airpods Headphones,1,150,2019-04-04 10:17:00,"763 10th St, New York City, NY 10001"
193808,Vareebadd Phone,1,400,2019-04-19 20:24:00,"33 Washington St, Boston, MA 02215"
193809,Macbook Pro Laptop,1,1700,2019-04-11 15:29:00,"245 Dogwood St, Los Angeles, CA 90001"
193810,Bose SoundSport Headphones,1,99.99,2019-04-08 20:56:00,"37 12th St, Boston, MA 02215"
193811,27in 4K Gaming Monitor,1,389.99,2019-04-13 11:23:00,"566 Church St, Los Angeles, CA 90001"
193812,34in Ultrawide Monitor,1,379.99,2019-04-03 18:41:00,"277 Lincoln St, Portland, OR 97035"
193813,Lightning Charging Cable,1,14.95,2019-04-05 19:50:00,"919 6th St, New York City, NY 10001"
193814,Bose SoundSport Headphones,1,99.99,2019-04-07 14:04:00,"978 2nd St, Seattle, WA 98101"
193815,Macbook Pro Laptop,1,1700,2019-04-03 23:47:00,"614 Washington St, San Francisco, CA 94016"
193816,Wired Headphones,1,11.99,2019-04-11 15:18:00,"259 Spruce St, Atlanta, GA 30301"
193817,Bose SoundSport Headphones,1,99.99,2019-04-17 15:45:00,"988 Spruce St, New York City, NY 10001"
193818,Lightning Charging Cable,1,14.95,2019-04-17 06:01:00,"111 4th St, Los Angeles, CA 90001"
193819,Apple Airpods Headphones,1,150,2019-04-02 10:47:00,"404 10th St, Boston, MA 02215"
193820,Wired Headphones,1,11.99,2019-04-03 05:45:00,"676 14th St, Los Angeles, CA 90001"
193821,Bose SoundSport Headphones,1,99.99,2019-04-28 15:44:00,"673 Highland St, Boston, MA 02215"
193822,USB-C Charging Cable,1,11.95,2019-04-19 15:17:00,"590 Park St, Los Angeles, CA 90001"
193823,Wired Headphones,1,11.99,2019-04-01 07:49:00,"737 9th St, San Francisco, CA 94016"
193824,Macbook Pro Laptop,1,1700,2019-04-14 19:01:00,"359 9th St, San Francisco, CA 94016"
193825,AAA Batteries (4-pack),2,2.99,2019-04-30 22:20:00,"336 10th St, San Francisco, CA 94016"
193826,USB-C Charging Cable,1,11.95,2019-04-17 19:07:00,"548 2nd St, New York City, NY 10001"
193827,Lightning Charging Cable,1,14.95,2019-04-06 11:55:00,"763 Lakeview St, San Francisco, CA 94016"
193828,AAA Batteries (4-pack),1,2.99,2019-04-30 06:42:00,"698 4th St, San Francisco, CA 94016"
193829,AA Batteries (4-pack),1,3.84,2019-04-04 16:43:00,"563 Park St, Seattle, WA 98101"
193830,Lightning Charging Cable,1,14.95,2019-04-21 20:43:00,"912 Sunset St, New York City, NY 10001"
193831,27in FHD Monitor,1,149.99,2019-04-13 18:49:00,"113 Church St, Atlanta, GA 30301"
193832,Lightning Charging Cable,1,14.95,2019-04-04 18:28:00,"239 Johnson St, New York City, NY 10001"
193833,34in Ultrawide Monitor,1,379.99,2019-04-06 09:40:00,"413 Center St, Portland, ME 04101"
193834,34in Ultrawide Monitor,1,379.99,2019-04-26 13:20:00,"688 Highland St, Atlanta, GA 30301"
193835,AA Batteries (4-pack),1,3.84,2019-04-13 14:57:00,"921 13th St, San Francisco, CA 94016"
193836,Apple Airpods Headphones,1,150,2019-04-27 17:54:00,"222 River St, New York City, NY 10001"
193837,Lightning Charging Cable,1,14.95,2019-04-10 09:06:00,"638 Center St, Portland, OR 97035"
193838,Google Phone,1,600,2019-04-24 15:52:00,"328 Walnut St, Los Angeles, CA 90001"
193839,Macbook Pro Laptop,1,1700,2019-04-05 14:46:00,"984 Sunset St, San Francisco, CA 94016"
193840,Bose SoundSport Headphones,1,99.99,2019-04-23 17:07:00,"634 River St, Austin, TX 73301"
193841,Bose SoundSport Headphones,1,99.99,2019-04-23 21:32:00,"399 Washington St, Seattle, WA 98101"
193842,AA Batteries (4-pack),1,3.84,2019-04-27 19:55:00,"624 Hill St, San Francisco, CA 94016"
193843,USB-C Charging Cable,1,11.95,2019-04-26 13:11:00,"618 Chestnut St, New York City, NY 10001"
193844,USB-C Charging Cable,1,11.95,2019-04-13 13:09:00,"71 Dogwood St, Atlanta, GA 30301"
193845,USB-C Charging Cable,1,11.95,2019-04-22 18:11:00,"901 Church St, Atlanta, GA 30301"
193846,AA Batteries (4-pack),2,3.84,2019-04-20 09:17:00,"648 Main St, San Francisco, CA 94016"
193847,AA Batteries (4-pack),1,3.84,2019-04-10 10:45:00,"487 North St, San Francisco, CA 94016"
193848,AA Batteries (4-pack),2,3.84,2019-04-10 22:30:00,"73 Washington St, Boston, MA 02215"
193849,Apple Airpods Headphones,1,150,2019-04-20 06:17:00,"61 Forest St, San Francisco, CA 94016"
193849,27in 4K Gaming Monitor,1,389.99,2019-04-20 06:17:00,"61 Forest St, San Francisco, CA 94016"
193850,Bose SoundSport Headphones,1,99.99,2019-04-21 13:33:00,"320 13th St, Atlanta, GA 30301"
193851,AAA Batteries (4-pack),1,2.99,2019-04-01 08:09:00,"363 Forest St, Los Angeles, CA 90001"
193852,AAA Batteries (4-pack),1,2.99,2019-04-12 20:49:00,"498 Chestnut St, Los Angeles, CA 90001"
193853,USB-C Charging Cable,1,11.95,2019-04-25 10:38:00,"906 Hickory St, New York City, NY 10001"
193854,27in FHD Monitor,1,149.99,2019-04-17 17:30:00,"275 Walnut St, Portland, ME 04101"
193855,27in FHD Monitor,1,149.99,2019-04-25 09:21:00,"145 Jefferson St, New York City, NY 10001"
193856,AAA Batteries (4-pack),2,2.99,2019-04-04 12:08:00,"173 Park St, San Francisco, CA 94016"
193857,USB-C Charging Cable,1,11.95,2019-04-30 19:45:00,"573 North St, Los Angeles, CA 90001"
193858,Lightning Charging Cable,1,14.95,2019-04-23 17:20:00,"310 Cedar St, Austin, TX 73301"
193859,Lightning Charging Cable,1,14.95,2019-04-18 21:56:00,"839 Cedar St, New York City, NY 10001"
193860,Google Phone,1,600,2019-04-17 12:07:00,"612 10th St, Portland, OR 97035"
193860,USB-C Charging Cable,1,11.95,2019-04-17 12:07:00,"612 10th St, Portland, OR 97035"
193861,AA Batteries (4-pack),1,3.84,2019-04-04 11:58:00,"44 Wilson St, Seattle, WA 98101"
193862,Lightning Charging Cable,1,14.95,2019-04-06 23:53:00,"464 Forest St, Seattle, WA 98101"
193863,Google Phone,1,600,2019-04-12 11:18:00,"79 12th St, Dallas, TX 75001"
193864,Wired Headphones,1,11.99,2019-04-30 20:47:00,"371 Elm St, Portland, OR 97035"
193865,Bose SoundSport Headphones,1,99.99,2019-04-17 13:31:00,"383 Cherry St, Dallas, TX 75001"
193865,AA Batteries (4-pack),1,3.84,2019-04-17 13:31:00,"383 Cherry St, Dallas, TX 75001"
193866,Lightning Charging Cable,1,14.95,2019-04-09 11:49:00,"633 Lake St, San Francisco, CA 94016"
193867,Lightning Charging Cable,1,14.95,2019-04-16 10:11:00,"773 Hill St, New York City, NY 10001"
193868,Wired Headphones,1,11.99,2019-04-19 10:34:00,"491 West St, San Francisco, CA 94016"
193869,Apple Airpods Headphones,1,150,2019-04-28 12:14:00,"807 Cherry St, Los Angeles, CA 90001"
193870,Apple Airpods Headphones,1,150,2019-04-22 03:00:00,"899 Willow St, New York City, NY 10001"
193871,AA Batteries (4-pack),1,3.84,2019-04-15 22:41:00,"588 Lake St, Seattle, WA 98101"
193872,USB-C Charging Cable,1,11.95,2019-04-09 18:22:00,"455 River St, San Francisco, CA 94016"
193873,AA Batteries (4-pack),2,3.84,2019-04-03 18:52:00,"789 Main St, New York City, NY 10001"
193874,Wired Headphones,1,11.99,2019-04-23 13:44:00,"705 Ridge St, Portland, ME 04101"
193875,27in FHD Monitor,1,149.99,2019-04-12 19:20:00,"261 South St, San Francisco, CA 94016"
193876,Lightning Charging Cable,1,14.95,2019-04-15 08:59:00,"505 Spruce St, Austin, TX 73301"
